51
888	547	587	826	855	997	229	684	971	606	852	443	713	665	715	723	695	522	291	693	781	500	621	693	754	927	276	351	930	647	494	321	262	632	413	650	924	811	656	582	728	654	932	460	527	653	571	625	711	475	922
836	842	902	295	931	841	483	857	873	783	544	276	269	559	983	790	465	705	485	581	619	243	686	374	471	257	629	314	637	959	877	519	796	643	252	997	439	844	620	817	610	409	920	362	628	388	439	869	433	832	468
491	673	595	365	825	465	738	596	344	509	933	819	346	494	882	463	346	850	689	917	904	493	964	518	426	825	227	492	822	511	485	635	852	649	892	597	299	493	230	747	889	423	706	999	762	808	230	753	437	776	652
697	964	284	212	589	755	604	578	906	430	455	783	354	242	955	940	681	463	990	679	648	740	789	781	679	935	920	324	391	236	349	485	963	372	719	473	982	768	228	308	611	884	620	930	988	221	803	759	330	577	793
476	304	214	388	440	516	597	515	608	720	397	700	395	974	960	609	585	437	867	238	828	220	475	907	925	358	976	379	283	323	367	267	381	735	393	775	757	302	668	557	887	808	607	220	783	218	782	720	568	685	712
370	511	449	785	665	210	765	823	420	883	503	696	374	894	290	519	351	789	561	664	631	781	666	970	349	913	542	343	454	759	361	927	504	537	534	972	638	857	552	460	437	917	246	968	322	762	801	578	353	659	976
429	524	446	719	921	399	974	482	706	729	410	877	494	952	679	778	895	838	882	468	607	843	482	896	290	439	293	488	216	497	473	545	979	341	306	348	383	755	811	795	282	446	200	246	687	993	899	811	379	754	771
938	202	926	576	761	535	918	302	699	520	814	640	497	977	549	795	445	480	214	295	975	396	406	777	227	937	343	594	548	841	272	705	627	397	703	456	687	625	544	447	987	854	967	600	921	476	303	583	485	512	283
301	970	575	502	859	781	712	674	808	939	242	282	872	949	644	763	636	219	777	448	535	981	712	427	564	228	247	381	239	255	905	647	984	825	563	646	710	834	544	513	659	735	681	837	839	426	519	347	859	713	298
447	1000	283	489	676	900	420	765	934	762	771	447	201	490	766	912	217	868	810	596	826	748	266	279	531	724	300	765	228	542	485	922	331	962	578	295	459	633	608	256	965	793	413	605	604	969	512	460	908	922	586
942	382	967	981	212	877	927	799	859	723	313	873	508	348	812	731	930	214	977	992	719	538	892	681	482	266	448	892	515	340	598	787	782	835	614	548	210	563	870	329	789	340	864	222	498	828	492	311	902	523	667
761	485	416	367	919	537	358	354	409	740	744	363	582	225	565	745	545	946	251	212	794	843	639	497	219	391	946	772	637	831	739	617	668	815	833	426	954	978	949	649	636	348	689	683	654	977	330	898	743	417	304
839	864	548	265	549	742	293	292	671	630	444	474	670	774	434	438	585	535	544	413	237	809	714	398	542	788	591	728	490	743	521	214	753	996	670	962	856	621	888	963	614	671	877	206	721	721	522	705	286	229	675
578	867	453	837	620	979	423	597	366	398	831	933	327	773	891	204	821	682	316	503	501	497	491	703	411	750	928	212	699	872	643	382	441	752	996	395	593	394	494	338	337	517	230	942	964	682	808	219	599	372	381
387	576	853	280	787	428	921	824	992	905	729	415	637	922	812	339	718	245	568	991	922	964	310	271	269	598	343	613	567	981	282	877	445	233	892	885	445	553	814	235	457	727	938	518	768	963	797	434	387	318	732
857	780	880	392	916	747	942	878	846	617	441	411	897	259	651	226	886	399	455	914	825	751	398	283	270	710	561	224	683	978	715	642	343	591	385	826	375	517	703	865	677	579	403	865	279	513	822	903	893	314	736
381	897	544	719	897	759	495	875	648	962	536	749	327	935	747	318	459	438	636	844	976	447	536	755	913	546	619	658	219	946	760	584	263	310	497	204	690	621	390	413	597	944	592	833	365	898	288	923	307	471	341
681	406	524	813	409	467	345	949	707	345	696	981	329	700	968	958	948	671	861	225	536	208	556	294	323	686	711	760	293	511	650	437	844	837	650	609	840	938	292	742	228	464	268	992	326	523	278	774	678	891	460
395	387	533	707	503	378	804	550	850	572	392	395	809	979	449	417	578	928	774	533	777	299	604	641	542	971	908	213	725	749	673	482	415	662	882	326	913	862	820	984	794	242	502	677	541	453	356	939	246	713	899
625	227	758	550	752	740	775	847	204	746	932	598	589	316	406	896	967	317	830	284	768	691	978	756	772	281	471	388	806	994	843	237	598	991	840	549	505	397	820	382	935	573	545	735	779	618	699	452	317	544	323
724	289	696	869	787	362	234	316	637	455	423	893	292	562	378	827	424	204	440	534	547	559	465	595	609	861	588	868	908	549	623	976	885	828	952	1000	232	351	383	246	922	434	819	217	984	951	329	869	393	982	471
820	613	395	465	414	964	271	496	311	426	368	421	382	243	780	830	997	301	458	612	859	811	667	319	849	871	532	950	854	628	960	270	425	794	309	459	790	655	727	464	220	860	638	862	736	807	804	465	991	438	540
466	425	379	671	906	263	927	838	889	246	325	294	267	497	738	297	866	450	520	738	313	361	275	723	691	853	628	473	944	828	908	805	329	456	757	765	914	858	407	753	871	215	706	313	951	692	221	800	327	394	715
936	408	250	309	903	968	804	805	377	322	295	352	748	497	703	640	552	549	540	771	966	545	777	255	921	520	566	442	504	218	689	559	289	599	543	831	933	302	601	961	938	544	768	435	645	499	1000	330	673	651	447
706	517	691	393	463	685	684	473	817	681	804	352	406	804	303	686	649	257	699	260	902	526	248	538	453	710	248	640	758	508	602	207	590	401	662	292	763	631	552	979	297	590	303	220	778	300	295	371	768	666	663
626	404	486	599	636	945	228	799	357	842	317	715	705	799	981	700	321	374	424	930	381	686	349	717	414	540	606	660	754	482	400	482	984	896	245	299	581	433	223	862	268	264	727	599	505	982	663	461	980	816	253
921	694	499	586	667	250	799	783	481	266	229	535	336	592	236	510	214	508	329	688	259	453	828	474	940	658	256	819	557	510	210	380	996	325	533	484	987	366	409	386	981	618	513	643	661	712	964	907	993	376	216
512	718	376	255	920	573	492	767	405	478	870	956	486	320	970	325	296	661	954	262	457	758	222	276	872	859	990	947	905	621	984	703	982	388	313	410	874	722	943	931	584	233	264	702	881	707	759	895	958	867	495
435	527	620	292	959	411	293	421	693	366	654	896	301	360	296	672	570	772	313	333	952	990	530	988	595	948	396	716	353	648	933	202	843	922	658	316	222	944	460	853	718	351	980	570	436	800	227	488	804	217	993
502	732	465	808	702	591	841	338	758	870	479	629	520	250	426	661	341	297	294	502	718	841	346	791	223	555	611	886	611	898	261	395	469	661	569	778	700	895	743	586	529	364	918	260	731	522	553	337	604	967	206
406	989	713	757	581	558	479	307	984	568	370	783	871	806	893	570	310	250	734	761	800	960	217	884	571	863	626	594	766	296	581	603	773	688	241	872	243	853	828	991	632	333	590	704	651	642	724	427	214	334	587
820	511	703	542	475	893	577	791	656	998	409	299	814	733	770	597	327	650	421	212	429	235	869	800	419	724	574	955	979	949	819	624	661	748	843	258	369	876	664	244	390	286	387	510	979	823	246	637	585	997	452
388	684	675	234	355	559	241	461	552	305	930	216	732	847	460	957	449	537	499	916	296	353	506	697	950	578	755	703	493	826	359	254	978	531	799	254	569	746	466	484	942	691	821	954	819	684	304	440	585	250	416
232	582	989	421	762	390	986	280	781	731	852	902	719	814	566	829	686	442	815	359	212	757	476	564	894	864	645	371	415	959	527	971	701	468	422	466	431	904	241	823	305	772	768	350	446	580	831	331	376	562	358
949	468	623	708	606	559	622	491	282	576	314	415	858	625	828	755	765	666	537	691	293	629	746	565	360	459	298	429	798	989	899	703	443	557	615	262	820	542	406	549	724	750	446	478	340	676	924	471	607	282	874
857	539	994	494	479	335	300	564	875	645	666	698	310	349	771	359	769	793	614	520	679	894	267	607	477	644	573	465	566	482	742	893	278	596	637	322	462	283	329	823	662	880	960	434	392	532	981	905	274	272	534
963	488	422	313	472	979	804	927	769	481	442	533	518	872	579	737	356	404	679	851	306	957	601	602	228	718	495	812	638	480	832	358	393	789	508	636	550	243	327	377	403	263	450	371	904	616	694	482	829	644	613
299	549	730	764	251	412	870	948	727	221	750	814	589	682	498	213	726	799	480	590	828	723	936	850	779	937	386	348	427	633	861	219	723	871	526	389	445	364	381	505	362	335	411	540	999	783	590	892	291	653	417
288	806	765	831	811	297	368	687	402	616	551	487	962	344	442	276	376	452	383	635	770	717	690	267	913	288	449	317	750	775	711	690	613	706	914	678	200	883	323	438	435	444	394	385	888	484	565	484	426	784	810
244	710	555	384	861	973	904	210	619	998	597	722	943	996	270	350	355	549	801	683	993	628	877	540	454	255	621	360	294	533	834	833	334	657	404	323	378	273	813	302	691	372	937	791	240	453	528	256	976	323	543
835	370	607	694	502	556	995	349	811	430	214	986	379	951	544	323	522	834	824	991	369	462	648	279	375	422	543	274	553	317	769	377	711	574	481	799	421	683	779	393	319	250	350	774	549	282	554	720	895	681	619
500	204	389	985	928	734	334	723	363	780	383	592	463	607	523	698	785	337	656	616	641	374	732	241	301	291	687	801	340	441	289	670	636	557	697	210	593	569	303	719	246	848	842	773	416	845	399	877	831	429	881
469	267	658	630	212	427	315	993	864	988	797	609	744	650	670	297	605	707	687	213	633	451	258	876	637	253	979	550	206	934	983	786	781	713	937	831	831	670	218	279	455	709	581	216	638	915	275	582	233	640	317
615	735	577	373	713	590	913	822	862	204	826	478	681	338	395	260	291	288	251	662	268	684	646	202	721	599	281	320	847	507	831	657	679	713	848	333	945	640	397	442	988	278	469	617	253	629	768	232	538	385	734
266	497	735	614	840	334	335	787	986	715	713	202	923	239	272	210	357	294	757	202	256	324	370	577	788	493	658	787	809	294	304	990	511	895	709	820	394	631	629	831	975	389	721	379	601	759	982	1000	989	259	241
406	655	785	677	829	295	859	870	921	659	886	368	676	306	820	957	882	728	856	688	283	483	305	901	562	834	652	477	359	230	908	474	997	571	303	809	942	441	814	680	221	994	489	841	886	885	316	646	341	607	695
646	626	428	860	552	349	850	311	603	882	232	290	244	919	610	938	953	287	846	470	428	861	322	406	767	945	714	848	261	516	344	466	918	272	311	769	761	524	750	690	898	922	284	694	328	935	573	645	272	458	704
445	452	935	467	738	606	400	733	676	792	314	592	403	233	271	817	463	657	793	292	588	737	605	492	578	904	866	728	534	906	764	553	537	736	298	939	474	480	400	242	468	792	321	429	317	977	628	910	712	531	913
766	274	777	506	542	309	853	813	451	236	436	744	461	910	778	371	860	990	520	208	435	762	426	299	380	231	648	699	450	888	475	733	599	479	783	283	510	572	995	739	864	250	460	394	251	632	544	922	336	437	815
308	579	538	986	834	456	373	982	257	918	473	477	909	948	860	595	880	611	648	960	558	605	441	575	389	620	511	239	527	895	612	461	621	936	551	497	866	575	870	309	706	439	276	539	945	858	796	799	471	831	674
703	554	952	277	599	937	289	918	679	564	850	563	935	526	391	325	959	616	634	777	553	737	500	619	341	711	997	878	552	590	996	453	250	591	931	381	476	847	571	444	211	452	298	703	876	794	452	926	451	753	691
